99	"These are comfortable and cushy in the foot. The toe box is narrow at first but you can use a cedar shoe tree to make room in the toes, to open the toe area for a better fit.  I wear a women's 8.5 and the men's size 7 fit well w/ an added 3/4 insert to fill up the space in the heels and add support. These would be great for winter, with the sturdy rubber soles with tread, and warm lining. But the heels were placed at an odd angle on these, so that I kept rocking back on the heels.  I put them on a table and saw the heels do not sit flush on a flat surface. This caused the front part of the heel to dig into the bottom of my foot when wearing, and I was constantly rocking back on the heels.I think this was a defect, so returned them. I read reviews that they now make these with a cheaper 'brushed or suede' type leather,  in the past they were made with a smooth leather, so the boots are no longer an ""oily brown"" as described, but more a reddish brown suede.  I noticed the boots suede leather wrinkled quickly just in trying them on, and I was not nuts about that. One way to fix that is to apply mink oil or red wing leather cream, and this smooths out the nap so they have a smooth leather finish and not suede. Boot manufacturers are swapping out this 'nappy brushed leather or suede' for real smooth leather on many boots, b/c it must be cheaper. Sad b/c the smooth leather looks better and wears longer."
100	I read a review before buying these where the guy noted that he had difficulty getting his heal down into the boot and as a result the fabric at he bottom of the shaft and the top of the heal cup tore.  Dan Post apparently fixed that problem buy adding a leather reenforcement. When I first put them on the left one went on fine but with the right one I had a good deal of difficulty getting my heal past the leather patch and into the heal cup.  It has gotten progressively worse until now I can not get the right one on no matter how hard I try.  Perhaps a boot horn would help but...anyway great boots if you can get them on. Very comfortable.  Not sure what to do at this point...So I contacted amazon and I am returning the original pair.  They sent out a new pair. This is an entirely different boot.  They are at least 1/2 too small.  MUCH narrower especially when viewed form the bottom. The sole is 1/2 narrower.  The Dan Post Tag is a different color (green and yellow as opposed to the black and gold of the original).  The heal seems higher.  Leather is inferior. Weird.  I called Dan Post and they said they are always making design changes.  Looks like I'm just going to get my money back.  Too bad.
101	I've owned over 10 pairs of Dan Post boots. Yes, I'm a big fan of them. I enjoy wearing Western-styled clothes and boots. I'm also a truck driver, and a biker. These boots fit the bill for all of these. Right out of the box, they look great, and are very comfortable. I wear a 12D. I ordered a 12D, and the fit is spot on. No problems at the heel, arch, or toe. They're listed as Waterproof. Haven't put that to the test yet. They're not as heavy as I thought they'd be. Very nice boot, easy to get used to, and looks great. I gave them a good treatment of Leather Honey, to condition the leather, and give them some extra protection. All in all, a great boot. I have no issues with them. They're Dan Post boots---great boots, great quality, and great looks. As I titled this review, if you're considering these boots, buy them. A great all around boot. Lastly, I've read reviews, mentioning that they're made in China. Yes, unfortunately, mine say it, too. Really sad.
102	I've owned these boots for two years and have worn them nearly every day.  From mud to motorcycles in the snow and rain, these boots have done all I've asked and more.  In fact they're still going and I can't stand not wear them because they're incredibly comfortable and just get better looking the more beat up they get.  I like them so much that I just bought a new pair to replace them only because the side seams and piping are starting to blow out and the sole of the heal is ready to hit leather.  I would have them resoled if it were not for the seam coming apart.I've given them 4 stars only because of the seam and piping but the fact that I bought another identical pair tells you that 4 stars is a great rating for me.The only time I don't wear these boots is when I'm working-out or I'm hiking.  Otherwise I wear them everywhere from business travel to working in the field.Pros:The fit is dead on at 9DComfort is excellentWaterproofing is excellentDurability is excellentLooks are excellentCon: The plastic piping and seams come apart before the rest of the boot is worn out. That's the only weak point and I think it's the piping that causes the failure.
103	The shoes themselves are super cute but the box came trashed! I wouldn't say it was beat up during transit either. I was disappointed because they are a gift.
104	Cute shoes but started to stink with her not wearing socks after only a few wears. Very disappointed.
105	They look great on her feet. Really nice shoe. And has withstood the whole summer without looking so beat up. Lol
106	These shoes fit my daughter as hoped, and they are SUPER cute. However, the zippers on the back are unbelievably hard to zip and unzip. I would much rather have bought her shoes that she can put on and take off without needing assistance.
107	These sandals are adorable!! They fit just as expected. Probably not the best shoe for wider feet though as they’re pretty skinny, but work just fine for my step daughter. The back is a little hard to zip up and down but I’m sure it’ll be easier in time. Definitely would buy again.
108	"I bought these for my 4 year old. She absolutely loves them. She wears them every chance she gets and they dont show a lot of ""wear and tear."" They look great with shorts or a skirt/dress."
109	So fashionable. Well crafted.
110	My goodness do we struggle to zip these things up!They are much wider than anticipated.Meh
111	Cutest shoes ever! Exactly as described but cuter in person. They fit according to size!
112	Came in a box from Kmart which was really nice, super cute, and well packaged. Has not tried them on yet but will love them!
113	Lovely slipper..I accidentally ordered wrong size..I'm too far to return.
114	Great buy
115	These shoes were packaged like they cost $100. Cans in a lovely reusable bag, a bracelet and a thank you card. Very nice. Highly recommended.
116	Thought I would love these. I didn't open them right away, so I did a few days ago only to find that they fit about half a size big, and they feel like they're a wide width. Then I notice that the eyelets on the left shoe don't line up so when I tied it up it made it feel weird. I don't usually complain but the price of these was too much for what I received.
117	The shoe is stylish and comfortable. Please do not listen to previous review on sizing up.  I did and regret it. I wear size 8 ordered 8 1/2 and now a little too big.  Order your right size and you will be happy with this product.
118	The shoe is a bit narrower than I expected. They have good heel comfort but no arch support.
119	Love it comfortable and light weight buy them for work
120	They look great and feel good!
121	Comfortable. Size was correct
122	I have worn New Balance shoes for 10+ years now.  I started with New Balance WX1011 and WX1012 Cross trainers for tennis based on recommendation from my local New Balance specialty shop.  WX 1011 and 1012 were light weight mesh, flexible with good lateral support and soles that were not too stiff.  As a replacement shoe, New Balance recommended this 966v3 shoe. This is one of the most uncomfortable shoes I have tried on.  It is stiff, it presses across the toes and causes pain and the soles are too thick and stiff for quick movement on the tennis court.
123	Comfortable fit except for the area at the top lace hole. It is very stiff and rests on the inner ankle bone which causes rubbing and discomfort. Tried tieing at a lower hole but still rubs. Once I figure out how to alleviate this problem I will be happy. Hope in time, it will loosen up.
124	"As mentioned by others, these shoes not only run small but they pinch in the forefoot. Also, the ""fit and finish"" of these shoes is highly disappointing -  the way the tongue is sewn into the shoe leaves a lot to be desired and the extra fabric inside the shoe rubs your feet. Finally, the plastic edge where the lace holes sit is extremely rigid and this same plastic edge also affects the front of your foot when tied.Am definitely returning and looking for a better solution."
125	These are very uncomfortable sneakers.  I bought them a while  ago and thought they just needed more time to break in.  Months later, still feel stiff, heavy, and has some plastic pieces that dig in some spots.  Will have to get rid of these.
126	I loved the colors but sizing runs small. I wear a size 11 normally and was trying to find a wider pair of shoes. These are very tight on my foot and I’m hoping they stretch out a bit when worn in.
127	When I ordered these, the website said 6.5 Medium but at checkout it said 6.5 D. I called Amazon & they said these were 6.5 Medium. They arrived & the box said 6.5 D. That’s too wide for me so I returned them. I have other New Balance tennis shoes that are 6.5B. I’m grateful shipping & return were free. Nice looking shoe.
128	Still battle with fit. Also the black is glittering which looks strange. NO arch support
129	Maybe it’s just this color way but the fit is TERRIBLE. It’s tight mid-foot because of some band on the top but it’s actually loose in the toe box. When shoes fit this bad, I just can not recommend them for anything. Not for basketball, not for working out, not even for walking. Adidas is a great brand but they made a mistake with these shoes. I can only see them working if you have overly narrow feet and you size down them.
130	First, these are good looking shoes, they fit pretty well, and the sole has pretty good grip.  What is extremely disappointing is the cushioning level.  What you see on the side of the shoe is not at all what is actually in the sole cushion.  I was looking forward to the Boost cushioning.  Instead, what you get appears to be less than a 1/4 inch of cushioning.  After playing a few games on a hard court, my knees were extremely sore.  All the cushioning you see around the heel is window dressing.  I would not recommend to anyone who values their joints.
131	"These shoes are awesome and are my new favorites. The Adidas ""boost"" on these are the best cushion I've ever felt to date. They feel really good when walking or running because you can feel the energy returned to your feet from the boost cushion. I want these shoes in a couple of different color-ways and the 3/4 or high top versions. I like the various different textiles/textures. The thick collar around the ankle & achilles looks kinda weird, but I'm used to it & like it now. Kudos to the design team, I would love to see how this shoe was made & put together. 👍🏾👍🏾😎✌🏿"
132	I have worn a 10 D my whole life. These shoes were so narrow I could not get my feet in them. Unless you have a narrow foot I would advise against them
133	gots no soul...grip too slick on indoor courts after only 4-5 wears.  The cushioning is pretty decent but shoes are worthless due to the slickness.  Adidas support was no help other than to suggest giving to a friend. I'm offering it to my enemies instead.  Going back to Nike.
134	This was a gift but was to large for the recipient
135	This was a gift and the recipient loved it
136	Sizes run a little big so I might suggest going half size smaller than your usual but the shoes are so cute I love them
137	A bit wide but classy look
138	they are really comfortable, great to run and lift in. a little loose but they fit length wise.
139	Ok, so normally New Balance shoes run a little small. My normal running shoes are Asics Gel Kayano 11.5 4E width. That is my absolute standard when it comes to fit and feel.When I usually purchase New Balance shoes, I get size 12 4E. Even then, its can be slightly short, but tolerable.  With these shoes, I started with the 12 4E. But man do they run long. The width seemed to be pretty accurate though.So I went with the 11.5 4E instead. They fit almost perfectly, except MAYBE a little long in the toes. However, I believe it were a size down, it would be a little too short.These are absolutely awesome on outdoor pickleball courts. I've easily put on about 20 hours of play on them, and they barely have any wear. I HIGHLY recommend and love them so much, I actually have a 2nd pair as backup.
140	New Balance shoes are the only shoes I wear.  I own about 15 pair.  Always 8 1/2 to 9D.  This is much narrower than all my other shoes, right about where the arch is.  New Balance really screwed up here.  Long time buyers used to be able to find the newer model of a pair of shoes that they like but not any more.  I wish somebody at New Balance would listen to their customers.
141	I wore 1004 4e, 1005 4e. Once NB made the 1006 the toe width got narrow. I figured I’d try these and they were comfortable for a 3 hour match. I don’t know how durable they will be but for now they were worth the money. I’m editing because after 6 weeks these shoes are not durable.
142	I play ALOT of pickleball and platform tennis. Both are tough on shoes. Time will tell about the durability. But from a fit, weight, and mobility standpoint,  these IMO are best in class. I've tried several major brands and the umpteen different models they offer. I even tried other New Balance models. All we're either too rigid, too loose, heavy, etc. Thank goodness for amazons return policy. Not mentioned, they look good too!
143	Attractive style but too narrow and low for my wide, high instep, hammer toed feet. They killed my hammer toe. New Balance is my go to for racquetball and walking sneakers but these are narrower and lower at the toe than the 608s I uaually wear. Should have returned but kept past the return limit trying to break them in. My bad
144	These tennis shoes are working very well. It gives me the advantage I was looking for.
145	I purchased these sneakers in late July.  I have worn them a hand full of times and noted a very foul odor after each use.  I have always played sports and have never had this problem with any other court shoes in the past.  Because I have gone over the return window, I am forced to throw these shoes away and buy a different pair.  I am so disappointed. I paid over $84.00 for these sneakers.
146	So far so good. I’ve only played on them a few times but the fit is good, the cushioning is good and they look great.
147	Feel apart in less than a month of play.
148	Pumas come small and narrow but overall design appears good.
149	I don't recommend first day
150	"After measuring my foot, following the size chart and ordering a 7, I could barely fit my foot in the shoe. Turns out I have an incredibly high instep, so I went a full size up to the 8. Fit like a glove! The arch support was in just the right spot - I've NEVER felt so supported by any boot before, hiking or otherwise. There is comfortable padding on the ankle, so no worry abt clipping a rock and having it knock your bone. Also the weight of these boots is incredible. SO LIGHT!!! I feel like I'm wearing sneakers.The other day I took them for a ""test walk"" through a local stream, and while I stayed mostly on the sandy/muddy bank, I did occasionally walk through the water to see how the waterproofness held up. EXCELLENT! I could feel the coolness of the water but my socks stayed 100% dry.I've gotten lots of compliments already and they are by far the coolest looking hiking boots I've owned. I love that the design is not TOO overly ""outdoorsy"" looking and doesn't have a lot of extra straps in the design (ie. keen or LL Bean  boots).Buy these boots and you won't be sorry!!"
151	Don’t waste your time with these.  So I bought the boots in October of 2019.  Yes they are very comfortable and light, but my boots tore right  where the black part of the bottom seams to the shoe. It’s the area where the foot would flex as you step.  I contacted Vasque Red Wing and they told me they offer a 12 month warranty on any manufacturer defects. Sounds great! They told me they have a defect contract with Amazon to take care of this.  So I then reach out to amazon and they tell me that I’m past my 30 days and that they would pro rate me part of the refund and I would keep the boots and get them fixed myself. Sounds great, but that didn’t happen either, they send me a return label and will refund me 80% of the boot value because it’s considered a late return.  Failure from both companies. The 12 month warranty means nothing from Vasque and Amazon did nothing to help. My suggestion is to buy directly from a retailer. Then you may have a chance with the boot warranty.  It’s a tough pill to swallow for 4 month old boots that are $100+.Update:1/30/2020-  apparently Vasque is having issues with Amazon honoring their 12month defect contract.  Once I got this through for Vasque to understand, they offered me a replacement pair of boots, making good with their warranty.  It was a fight, but I am getting new boots from the manufacturer.
152	Just received bought the eggplant I love this show. Not hiked in it yet though. It has a high arch support, and a padded super comfy heap. So for people with heal pain great shoe. My normal size is 8.5, I ordered a 9 based on reviews that it runs small. Well I now need a 9.5 so asking seller if they will exchange. This is not a shoe for a wide footed person but if you are a regular Vasque purchaser you will know that. I would have given 5 stars but for the hassle of having to exchange and hope I don’t get charged extra because shoe runs small!
